Date,Open,High,Low,Close,Adj Close,Volume
2010-03-15,8.049286,8.053571,7.866071,7.994286,6.845300,493502800
2010-03-16,8.006429,8.035000,7.946786,8.016071,6.863954,446908000
2010-03-17,8.032143,8.087500,7.973929,8.004286,6.853861,450956800
2010-03-18,8.003571,8.035714,7.950357,8.023214,6.870072,342109600
2010-03-19,8.028214,8.044286,7.901071,7.937500,6.796678,559445600
2010-03-22,7.873929,8.071429,7.862500,8.026786,6.873129,456419600
2010-03-23,8.058571,8.170714,8.003571,8.155714,6.983527,602431200
2010-03-24,8.130000,8.221429,8.125357,8.191786,7.014415,597780400
2010-03-25,8.247143,8.248929,8.080357,8.094643,6.931234,542284400
2010-03-26,8.176786,8.283929,8.162500,8.246429,7.061204,640875200
2010-03-29,8.321429,8.352500,8.272143,8.299643,7.106770,540744400
2010-03-30,8.450000,8.481429,8.366071,8.423214,7.212581,527310000
2010-03-31,8.410357,8.450357,8.373571,8.392857,7.186588,430659600
2010-04-01,8.478929,8.526071,8.312500,8.427500,7.216250,603145200
2010-04-05,8.392143,8.518214,8.384643,8.517500,7.293317,684507600
2010-04-06,8.507143,8.580000,8.464286,8.555000,7.325427,447017200
2010-04-07,8.555357,8.640000,8.523571,8.592857,7.357841,628502000
2010-04-08,8.587143,8.626429,8.501429,8.569643,7.337964,572989200
2010-04-09,8.622500,8.638929,8.587857,8.635357,7.394233,334182800
2010-04-12,8.650000,8.681071,8.636071,8.653214,7.409523,333026400
2010-04-13,8.637857,8.671429,8.611071,8.658214,7.413804,306210800
2010-04-14,8.760000,8.778929,8.716786,8.774643,7.513500,404076400
2010-04-15,8.777857,8.893929,8.768214,8.890000,7.612278,376784800
2010-04-16,8.877500,8.969286,8.733929,8.835714,7.565793,750545600
2010-04-19,8.822500,8.853214,8.634643,8.823929,7.555704,566924400
2010-04-20,8.876429,8.901786,8.677143,8.735357,7.479858,738326400
2010-04-21,9.242857,9.294643,9.133214,9.257857,7.927261,982391200
2010-04-22,9.222857,9.526786,9.150000,9.516786,8.148978,793424800
2010-04-23,9.571071,9.720714,9.535714,9.672500,8.282311,796955600
2010-04-26,9.710000,9.730714,9.578214,9.625000,8.241636,479068800
2010-04-27,9.545357,9.565714,9.304286,9.358571,8.013505,709343600
2010-04-28,9.401786,9.428571,9.157500,9.342857,8.000049,758402400
2010-04-29,9.393571,9.642857,9.357500,9.594286,8.215338,558840800
2010-04-30,9.618214,9.663214,9.321429,9.324643,7.984452,542463600
2010-05-03,9.422857,9.567143,9.388571,9.512500,8.145308,454342000
2010-05-04,9.388929,9.403214,9.169643,9.238571,7.910752,723819600
2010-05-05,9.036786,9.219286,8.883214,9.142500,7.828486,883103200
2010-05-06,9.065357,9.223214,7.116071,8.794643,7.530627,1285860800
2010-05-07,8.703929,8.806071,8.043214,8.423571,7.212886,1676018400
2010-05-10,8.937500,9.094643,8.876071,9.071071,7.767325,984306400
2010-05-11,8.994286,9.281786,8.946429,9.161429,7.844696,848906800
2010-05-12,9.258571,9.397500,9.239286,9.360357,8.015035,654379600
2010-05-13,9.400714,9.464286,9.157143,9.227143,7.900965,599712400
2010-05-14,9.112857,9.160000,8.910714,9.065000,7.762125,759362800
2010-05-17,9.096429,9.149286,8.846786,9.079286,7.774357,762834800
2010-05-18,9.177857,9.233929,8.937857,9.012857,7.717478,782678400
2010-05-19,8.910714,9.032857,8.744643,8.869286,7.594539,1025726800
2010-05-20,8.638571,8.708929,8.436071,8.491429,7.270992,1282915200
2010-05-21,8.315000,8.732143,8.262500,8.654286,7.410439,1223891200
2010-05-24,8.831429,8.960714,8.795000,8.812857,7.546222,754238800
2010-05-25,8.548214,8.812857,8.470000,8.757857,7.499127,1048006400
2010-05-26,8.931429,9.004643,8.705357,8.718214,7.465181,850654000
2010-05-27,8.950000,9.067500,8.896786,9.048214,7.747752,666282400
2010-05-28,9.263929,9.264286,9.048214,9.174286,7.855707,815614800
2010-06-01,9.274643,9.497857,9.248571,9.315357,7.976497,876472800
2010-06-02,9.447857,9.457143,9.297500,9.426786,8.071916,688548000
2010-06-03,9.470714,9.483929,9.300357,9.397143,8.046530,650106800
2010-06-04,9.221786,9.353571,9.093929,9.141429,7.827569,758304400
2010-06-07,9.224643,9.255357,8.948214,8.962143,7.674053,886942000
2010-06-08,9.044286,9.064286,8.773214,8.904643,7.624814,1000770400
2010-06-09,8.981071,8.996429,8.660357,8.685714,7.437353,854630000
2010-06-10,8.744286,8.963571,8.650000,8.946786,7.660901,776356000
2010-06-11,8.865357,9.066429,8.834643,9.053929,7.752644,545759200
2010-06-14,9.141429,9.255357,9.071786,9.081429,7.776191,602960400
2010-06-15,9.130000,9.280357,9.125000,9.274643,7.941636,585074000
2010-06-16,9.325000,9.562500,9.308214,9.544643,8.172831,783678000
2010-06-17,9.664286,9.746429,9.625000,9.709643,8.314117,872855200
2010-06-18,9.723214,9.821429,9.693571,9.788214,8.381396,784621600
2010-06-21,9.917500,9.964643,9.597500,9.648929,8.262128,776490400
2010-06-22,9.720000,9.856071,9.696429,9.780357,8.374668,717262000
2010-06-23,9.806429,9.809286,9.567857,9.677500,8.286594,768457200
2010-06-24,9.678571,9.757143,9.575000,9.607143,8.226349,714277200
2010-06-25,9.645000,9.652500,9.493214,9.525000,8.156010,549942400
2010-06-28,9.533214,9.633929,9.447143,9.582143,8.204943,584948000
2010-06-29,9.432857,9.442500,9.082143,9.148929,7.833993,1133344800
2010-06-30,9.168214,9.213214,8.928929,8.983214,7.692094,739452000
2010-07-01,9.082143,9.100000,8.686429,8.874286,7.598819,1022896000
2010-07-02,8.946071,8.961786,8.685714,8.819286,7.551727,693842800
2010-07-06,8.964286,9.028571,8.791429,8.879643,7.603411,615235600
2010-07-07,8.946071,9.241786,8.919643,9.238214,7.910443,654556000
2010-07-08,9.374286,9.389286,9.103214,9.217500,7.892705,738144400
2010-07-09,9.174643,9.282143,9.112857,9.272143,7.939496,433322400
2010-07-12,9.233214,9.351786,9.102143,9.188929,7.868242,562878400
2010-07-13,9.154286,9.157143,8.801071,8.992857,7.700352,1190924000
2010-07-14,8.906429,9.135714,8.892857,9.026071,7.728792,812047600
2010-07-15,8.865357,9.177500,8.832143,8.980357,7.689646,824866000
2010-07-16,9.042143,9.106071,8.871786,8.925000,7.642246,1039858400
2010-07-19,8.924286,8.924286,8.557143,8.770714,7.510135,1024478000
2010-07-20,8.675000,9.032143,8.571786,8.996071,7.703102,1074950800
2010-07-21,9.467500,9.469643,9.071429,9.080000,7.774969,1185671200
2010-07-22,9.202857,9.285714,9.118214,9.250714,7.921150,645318800
2010-07-23,9.181786,9.299286,9.152857,9.283571,7.949283,533388800
2010-07-26,9.285714,9.289286,9.203929,9.260000,7.929101,420551600
2010-07-27,9.316786,9.457143,9.296429,9.431429,8.075888,584771600
2010-07-28,9.416786,9.499643,9.294643,9.320000,7.980477,519985200
2010-07-29,9.311071,9.380357,9.146429,9.218214,7.893318,643806800
2010-07-30,9.138929,9.275000,9.103571,9.187500,7.867019,448210000
2010-08-02,9.301429,9.378214,9.272143,9.351786,8.007692,428055600
2010-08-03,9.321786,9.402143,9.265000,9.354643,8.010139,417653600
2010-08-04,9.387143,9.438571,9.296786,9.392143,8.042251,420375200
2010-08-05,9.347500,9.399286,9.305357,9.346429,8.003103,289097200
2010-08-06,9.277857,9.338929,9.201071,9.288929,7.953868,444897600
2010-08-09,9.338571,9.362500,9.270357,9.348214,8.004636,303128000
2010-08-10,9.280357,9.301786,9.198214,9.264643,7.933075,451920000
2010-08-11,9.121429,9.131786,8.921786,8.935357,7.651114,620054400
2010-08-12,8.810357,9.039286,8.790000,8.992500,7.700048,534920400
2010-08-13,8.987500,8.995714,8.896071,8.896429,7.617781,354869200
2010-08-16,8.842143,8.928929,8.807857,8.844286,7.573134,318430000
2010-08-17,8.931429,9.093929,8.900000,8.998929,7.705553,422640400
2010-08-18,9.012857,9.095357,8.985000,9.038214,7.739186,339696000
2010-08-19,9.030000,9.052857,8.881429,8.924286,7.641637,426706000
2010-08-20,8.906786,9.068571,8.892857,8.915714,7.634296,384230000
2010-08-23,8.992500,9.000000,8.758929,8.778571,7.516861,414041600
2010-08-24,8.666786,8.678571,8.523214,8.568929,7.337353,602565600
2010-08-25,8.501429,8.713929,8.471429,8.674643,7.427873,596867600
2010-08-26,8.766071,8.776786,8.581429,8.581429,7.348055,466505200
2010-08-27,8.633929,8.664643,8.412857,8.629286,7.389034,548391200
2010-08-30,8.598571,8.776786,8.595714,8.660714,7.415948,383289200
2010-08-31,8.637500,8.734286,8.583929,8.682143,7.434296,420786800
2010-09-01,8.838214,8.980714,8.795714,8.940357,7.655399,697037600
2010-09-02,8.973571,9.006071,8.877500,9.006071,7.711666,415427600
2010-09-03,9.110357,9.242143,9.089286,9.241786,7.913503,520788800
2010-09-07,9.165714,9.268929,9.151786,9.207500,7.884143,342557600
2010-09-08,9.277857,9.442500,9.253571,9.390000,8.040415,526551200
2010-09-09,9.465714,9.518571,9.390000,9.395357,8.045003,438575200
2010-09-10,9.399643,9.446429,9.335714,9.407500,8.055402,387542400
2010-09-13,9.493571,9.581429,9.491429,9.537143,8.166411,388780000
2010-09-14,9.507500,9.613214,9.482857,9.573571,8.197604,408150400
2010-09-15,9.577500,9.656429,9.565714,9.650714,8.263656,429368800
2010-09-16,9.651429,9.881071,9.625000,9.877500,8.457850,652103200
2010-09-17,9.917500,9.927143,9.774286,9.834643,8.421154,634477200
2010-09-20,9.860000,10.135000,9.851786,10.115357,8.661518,658677600
2010-09-21,10.137857,10.262500,10.099643,10.134643,8.678033,668074400
2010-09-22,10.096786,10.285000,10.086071,10.276786,8.799747,585289600
2010-09-23,10.226071,10.455714,10.214286,10.318571,8.835525,786116800
2010-09-24,10.432143,10.483214,10.376786,10.440000,8.939504,649488000
2010-09-27,10.499286,10.526071,10.393214,10.398571,8.904028,482834800
2010-09-28,10.420357,10.420357,9.821429,10.245000,8.772531,1035042400
2010-09-29,10.258214,10.350357,10.214286,10.263214,8.788123,469644000
2010-09-30,10.321429,10.357143,10.044643,10.133929,8.677421,673391600
2010-10-01,10.219643,10.235000,10.048214,10.090000,8.639810,448142800
2010-10-04,10.057143,10.103571,9.920357,9.951429,8.521153,435302000
2010-10-05,10.071429,10.337500,10.065000,10.319286,8.836139,501967200
2010-10-06,10.342500,10.428214,10.187857,10.328214,8.843781,670868800
2010-10-07,10.369286,10.374286,10.246786,10.329286,8.844699,408399600
2010-10-08,10.418214,10.517857,10.357143,10.502500,8.993019,658403200
2010-10-11,10.526429,10.615714,10.521429,10.548571,9.032469,427753200
2010-10-12,10.550357,10.696429,10.446071,10.662143,9.129717,558544000
2010-10-13,10.721429,10.784286,10.707143,10.719286,9.178648,630092400
2010-10-14,10.774643,10.802500,10.728571,10.796786,9.245011,435296400
2010-10-15,10.980000,11.250000,10.889643,11.240714,9.625135,922194000
2010-10-18,11.373929,11.392857,11.224643,11.357143,9.724832,1093010800
2010-10-19,10.835714,11.206071,10.715000,11.053214,9.464582,1232784000
2010-10-20,11.035714,11.223214,10.959643,11.090357,9.496387,721624400
2010-10-21,11.155714,11.240714,10.957143,11.054286,9.465501,551460000
2010-10-22,11.038214,11.072857,10.939286,10.981071,9.402806,372778000
2010-10-25,11.038929,11.128571,11.015714,11.030000,9.444703,392462000
2010-10-26,10.959643,11.062143,10.916071,11.001786,9.420547,392929600
2010-10-27,10.987500,11.067857,10.914286,10.993929,9.413818,399002800
2010-10-28,10.998214,11.000000,10.746429,10.901429,9.334613,551051200
2010-10-29,10.865357,10.924286,10.745357,10.749286,9.204338,430511200
2010-11-01,10.793571,10.914286,10.792857,10.863571,9.302196,423889200
2010-11-02,10.964286,11.078214,10.964286,11.048571,9.460605,433930000
2010-11-03,11.120357,11.174286,11.018929,11.171429,9.565804,508348400
2010-11-04,11.266071,11.435000,11.251071,11.366786,9.733087,642488000
2010-11-05,11.356786,11.413214,11.312500,11.326071,9.698222,361253200
2010-11-08,11.328571,11.420357,11.312857,11.379286,9.743791,281758400
2010-11-09,11.466071,11.475000,11.232143,11.288571,9.666112,383544000
2010-11-10,11.308571,11.384643,11.198214,11.358214,9.725747,384227200
2010-11-11,11.250000,11.371429,11.223214,11.308929,9.683541,361284000
2010-11-12,11.285714,11.303571,10.843929,11.001071,9.419933,795846800
2010-11-15,11.016429,11.090714,10.938214,10.965714,9.389661,403606000
2010-11-16,10.918571,10.985714,10.690000,10.771071,9.222992,657650000
2010-11-17,10.757143,10.856786,10.634286,10.732143,9.189657,479449600
2010-11-18,10.900000,11.059643,10.881786,11.015357,9.432165,494491200
2010-11-19,10.998929,11.014286,10.901429,10.954643,9.380176,384843200
2010-11-22,10.952857,11.191429,10.923929,11.191429,9.582931,393075200
2010-11-23,11.087500,11.133929,10.948571,11.026071,9.441339,519447600
2010-11-24,11.142857,11.264286,11.133929,11.242857,9.626972,413725200
2010-11-26,11.205000,11.346429,11.176429,11.250000,9.633085,237585600
2010-11-29,11.267857,11.338571,11.120714,11.316786,9.690272,445785200
2010-11-30,11.197857,11.227143,11.102500,11.112500,9.515349,501858000
2010-12-01,11.259643,11.348214,11.250000,11.300000,9.675900,461750800
2010-12-02,11.340357,11.392857,11.246071,11.362500,9.729414,462837200
2010-12-03,11.321786,11.380357,11.297857,11.337143,9.707705,342092800
2010-12-06,11.380000,11.511786,11.372143,11.433929,9.790579,448481600
2010-12-07,11.564286,11.571071,11.361429,11.364643,9.731253,391454000
2010-12-08,11.415357,11.465000,11.325357,11.464643,9.816878,321935600
2010-12-09,11.504643,11.517857,11.393571,11.420000,9.778649,294151200
2010-12-10,11.416071,11.466071,11.378571,11.448571,9.803114,262511200
2010-12-13,11.584643,11.609286,11.464286,11.488214,9.837059,439815600
2010-12-14,11.490357,11.519286,11.392857,11.438929,9.794855,351008000
2010-12-15,11.428571,11.535714,11.399643,11.441429,9.796999,417312000
2010-12-16,11.467500,11.521786,11.432143,11.473214,9.824218,322030800
2010-12-17,11.486786,11.492500,11.436786,11.450357,9.804646,386929200
2010-12-20,11.485714,11.544643,11.365357,11.507500,9.853574,385610400
2010-12-21,11.535714,11.585357,11.501786,11.578571,9.914433,256354000
2010-12-22,11.584286,11.632857,11.555357,11.612857,9.943788,265921600
2010-12-23,11.607143,11.612500,11.541786,11.557143,9.896083,223157200
2010-12-27,11.530357,11.622857,11.482857,11.595714,9.929111,249816000
2010-12-28,11.639643,11.666429,11.609286,11.623929,9.953268,175924000
2010-12-29,11.650714,11.658929,11.610714,11.617500,9.947766,163139200
2010-12-30,11.624286,11.625357,11.537500,11.559286,9.897920,157494400
2010-12-31,11.533929,11.552857,11.475357,11.520000,9.864280,193508000
2011-01-03,11.630000,11.795000,11.601429,11.770357,10.078654,445138400
2011-01-04,11.872857,11.875000,11.719643,11.831786,10.131255,309080800
2011-01-05,11.769643,11.940714,11.767857,11.928571,10.214125,255519600
2011-01-06,11.954286,11.973214,11.889286,11.918929,10.205871,300428800
2011-01-07,11.928214,12.012500,11.853571,12.004286,10.278960,311931200
2011-01-10,12.101071,12.258214,12.041786,12.230357,10.472539,448560000
2011-01-11,12.317143,12.320000,12.123929,12.201429,10.447770,444108000
2011-01-12,12.258929,12.301071,12.214286,12.300714,10.532784,302590400
2011-01-13,12.327143,12.380000,12.280357,12.345714,10.571316,296780400
2011-01-14,12.353214,12.445714,12.301429,12.445714,10.656944,308840000
2011-01-18,11.768571,12.312857,11.642857,12.166071,10.417491,1880998000
2011-01-19,12.441071,12.450000,12.031429,12.101429,10.362138,1135612800
2011-01-20,12.015357,12.082143,11.790000,11.881429,10.173759,764789200
2011-01-21,11.920357,11.960000,11.665357,11.668571,9.991494,754401200
2011-01-24,11.673929,12.051786,11.668571,12.051786,10.319633,574683200
2011-01-25,12.011786,12.194286,11.948929,12.192857,10.440430,546868000
2011-01-26,12.248571,12.342857,12.196429,12.280357,10.515350,506875600
2011-01-27,12.277857,12.310357,12.243929,12.257500,10.495779,285026000
2011-01-28,12.291786,12.300000,11.911786,12.003571,10.278350,592057200
2011-01-31,11.992857,12.144286,11.939286,12.118571,10.376821,377246800
2011-02-01,12.189286,12.344643,12.177857,12.322500,10.551437,426633200
2011-02-02,12.301786,12.330357,12.269643,12.297143,10.529727,258955200
2011-02-03,12.278571,12.294286,12.091071,12.265714,10.502811,393797600
2011-02-04,12.272857,12.382143,12.268214,12.375000,10.596393,321840400
2011-02-07,12.424643,12.616071,12.415714,12.567143,10.760923,485021600
2011-02-08,12.631429,12.697143,12.576786,12.685714,10.862451,381040800
2011-02-09,12.685357,12.821429,12.673929,12.791429,10.952969,482745200
2011-02-10,12.763929,12.857143,12.428571,12.662143,10.842266,928550000
2011-02-11,12.669643,12.778571,12.626429,12.744643,10.912909,367572800
2011-02-14,12.742500,12.838571,12.739643,12.827857,10.984162,310416400
2011-02-15,12.828214,12.856071,12.769643,12.853571,11.006180,284174800
2011-02-16,12.885714,13.032143,12.875000,12.968929,11.104959,481157600
2011-02-17,12.758929,12.866786,12.732857,12.796429,10.957253,530583200
2011-02-18,12.811071,12.839286,12.482857,12.520000,10.720556,816057200
2011-02-22,12.219643,12.335714,12.061429,12.093214,10.355107,872555600
2011-02-23,12.098929,12.308571,12.093214,12.236429,10.477736,671854400
2011-02-24,12.286429,12.326786,12.084643,12.245714,10.485691,499900800
2011-02-25,12.330714,12.443929,12.314286,12.434286,10.647157,380018800
2011-02-28,12.544286,12.680357,12.540000,12.614643,10.801592,403074000
2011-03-01,12.695357,12.704286,12.417143,12.475357,10.682328,456136800
2011-03-02,12.498571,12.655357,12.442857,12.575714,10.768261,602590800
2011-03-03,12.756786,12.849643,12.711429,12.841429,10.995784,500788400
2011-03-04,12.859643,12.867500,12.776786,12.857143,11.009241,453266800
2011-03-07,12.907143,12.916786,12.546786,12.691429,10.867345,546123200
2011-03-08,12.675357,12.764286,12.580357,12.705714,10.879577,356316800
2011-03-09,12.667500,12.670000,12.521429,12.588214,10.778965,453306000
2011-03-10,12.468571,12.491786,12.317857,12.381071,10.601591,507539200
2011-03-11,12.333214,12.582857,12.321429,12.571071,10.764284,471080400
2011-03-14,12.613571,12.731429,12.546786,12.627143,10.812296,435957200
2011-03-15,12.217857,12.422857,12.146429,12.336786,10.563673,721081200
2011-03-16,12.214286,12.250000,11.652143,11.786071,10.092108,1162011200
2011-03-17,12.029643,12.128929,11.809286,11.951429,10.233703,659422400
2011-03-18,12.040357,12.078571,11.785714,11.809643,10.112291,753214000
2011-03-21,11.999643,12.133571,11.973571,12.117857,10.376205,409402000
2011-03-22,12.234286,12.236429,12.112143,12.185714,10.434315,325922800
2011-03-23,12.117143,12.150714,11.998214,12.113929,10.372845,372996400
2011-03-24,12.208929,12.357143,12.102143,12.320357,10.549603,404712000
2011-03-25,12.431071,12.573571,12.393571,12.555000,10.750522,448910000
2011-03-28,12.612500,12.654286,12.515714,12.515714,10.716881,309355200
2011-03-29,12.416429,12.534286,12.359286,12.534286,10.732783,352900800
2011-03-30,12.522857,12.531429,12.408571,12.451071,10.661529,329406000
2011-03-31,12.370000,12.492857,12.359286,12.446786,10.657860,274019200
2011-04-01,12.539643,12.556786,12.260714,12.305714,10.537066,418661600
2011-04-04,12.296786,12.307143,12.085714,12.185357,10.434004,460084800
2011-04-05,12.035357,12.223214,12.000000,12.103214,10.363668,482731200
2011-04-06,12.186429,12.282143,12.040714,12.072857,10.337679,402539200
2011-04-07,12.075000,12.158214,12.001071,12.074286,10.338898,373447200
2011-04-08,12.140000,12.148214,11.926786,11.966429,10.246542,377535200
2011-04-11,11.930714,11.988214,11.786429,11.814286,10.116267,398946800
2011-04-12,11.803214,11.918929,11.792857,11.871429,10.165198,425639200
2011-04-13,11.965000,12.005000,11.875714,12.004643,10.279266,346220000
2011-04-14,11.957143,12.000000,11.859286,11.872143,10.165810,301800800
2011-04-15,11.903571,11.915714,11.671429,11.695000,10.014127,453605600
2011-04-18,11.646429,11.865357,11.434286,11.851786,10.148377,609898800
2011-04-19,11.896429,12.070714,11.846786,12.066429,10.332170,419378400
2011-04-20,12.268214,12.348214,12.196429,12.228929,10.471314,700666400
2011-04-21,12.678571,12.683214,12.447143,12.525000,10.724833,753810400
2011-04-25,12.512143,12.633929,12.510714,12.607500,10.795473,266546000
2011-04-26,12.629286,12.678214,12.476786,12.515000,10.716272,338800000
2011-04-27,12.580000,12.583929,12.396429,12.505357,10.708015,356213200
2011-04-28,12.363929,12.491071,12.340000,12.383929,10.604042,360959200
2011-04-29,12.385000,12.641071,12.381071,12.504643,10.707402,1006345200
2011-05-02,12.490714,12.516786,12.339286,12.367143,10.589667,442713600
2011-05-03,12.428214,12.496071,12.343571,12.435714,10.648379,313348000
2011-05-04,12.437857,12.565357,12.388571,12.484643,10.690276,389250400
2011-05-05,12.442857,12.533929,12.358929,12.383929,10.604042,335969200
2011-05-06,12.488929,12.500000,12.364643,12.380714,10.601284,280134400
2011-05-09,12.423571,12.471429,12.376071,12.414286,10.630033,204747200
2011-05-10,12.460357,12.488929,12.380714,12.480357,10.686606,282091600
2011-05-11,12.465000,12.500000,12.330000,12.401071,10.618719,336000000
2011-05-12,12.361429,12.397143,12.223929,12.377500,10.598532,322000000
2011-05-13,12.345000,12.366071,12.155357,12.160714,10.412905,326116000
2011-05-16,12.114286,12.186429,11.878571,11.903571,10.192721,449775200
2011-05-17,11.857143,12.005000,11.811786,12.005000,10.279571,452334400
2011-05-18,12.016786,12.180357,12.000000,12.138214,10.393637,334776400
2011-05-19,12.217143,12.228929,12.095357,12.161786,10.413824,261170000
2011-05-20,12.127143,12.176786,11.965000,11.972143,10.251439,337968400
2011-05-23,11.784643,11.999286,11.765000,11.942857,10.226358,383600000
2011-05-24,11.982143,11.996429,11.833571,11.863929,10.158779,321927200
2011-05-25,11.908214,12.091429,11.887500,12.027857,10.299141,294224000
2011-05-26,11.998929,12.031786,11.943929,11.964286,10.244707,222560800
2011-05-27,11.957143,12.058214,11.939643,12.050357,10.318409,203599200
2011-05-31,12.182143,12.422500,12.178571,12.422500,10.637063,417754400
2011-06-01,12.459643,12.576071,12.308929,12.339643,10.566116,554682800
2011-06-02,12.375000,12.427857,12.296429,12.360714,10.584160,338783200
2011-06-03,12.256429,12.333214,12.214643,12.265714,10.502811,313250000
2011-06-06,12.346429,12.394643,12.064643,12.072857,10.337679,461941200
2011-06-07,12.077500,12.079286,11.853571,11.858571,10.154188,529785200
2011-06-08,11.849286,11.957143,11.808929,11.865714,10.160303,333723600
2011-06-09,11.901786,11.916786,11.812500,11.838929,10.137368,275088800
2011-06-10,11.805357,11.845000,11.625357,11.639286,9.966417,433955200
2011-06-13,11.685714,11.725357,11.609643,11.664286,9.987825,329473200
2011-06-14,11.785714,11.901786,11.761071,11.872857,10.166423,334569200
2011-06-15,11.776786,11.796429,11.602857,11.669643,9.992414,399196000
2011-06-16,11.675000,11.738571,11.368929,11.612857,9.943788,510591200
2011-06-17,11.749643,11.758929,11.405714,11.437857,9.793943,615020000
2011-06-20,11.334286,11.346429,11.089286,11.261429,9.642869,640645600
2011-06-21,11.310000,11.635714,11.257143,11.617857,9.948071,493382400
2011-06-22,11.612857,11.746429,11.513571,11.521786,9.865807,390583200
2011-06-23,11.390714,11.846071,11.361429,11.829643,10.129418,559759200
2011-06-24,11.834643,11.898214,11.610357,11.655357,9.980179,439807200
2011-06-27,11.699643,11.925000,11.687500,11.858571,10.154188,339813600
2011-06-28,11.916071,12.025000,11.908571,11.973571,10.252660,294299600
2011-06-29,12.001429,12.013214,11.852857,11.930000,10.215354,352545200
2011-06-30,11.953571,12.004643,11.887143,11.988214,10.265203,322954800
2011-07-01,11.998214,12.267857,11.935714,12.259286,10.497308,435313200
2011-07-05,12.250000,12.493929,12.232143,12.479643,10.685997,355054000
2011-07-06,12.462500,12.646429,12.382500,12.562857,10.757248,444626000
2011-07-07,12.666786,12.785714,12.642857,12.757143,10.923613,399663600
2011-07-08,12.619286,12.857143,12.578571,12.846786,11.000369,489633200
2011-07-11,12.726429,12.848929,12.600714,12.642857,10.825748,442674400
2011-07-12,12.626071,12.774286,12.450714,12.633929,10.818107,451609200
2011-07-13,12.797500,12.857143,12.727857,12.786429,10.948689,391638800
2011-07-14,12.893214,12.914643,12.726429,12.777500,10.941044,430533600
